วันที่,รหัสหวย,รางวัลทั้งหมด,4ตัวบน,3ตัวบน,2ตัวล่าง
2026-05-01,SZSEVIP_2,"{'lottoType': 'SZSEVIP_2', 'mainNumber': '451', 'B3': '451', 'B2': '51', 'L3': [], 'L2': '34'}",,,
2026-05-01,STIVIP,"{'lottoType': 'STIVIP', 'mainNumber': '559', 'B3': '559', 'B2': '59', 'L3': [], 'L2': '65'}",,,
2026-05-01,UKX,"{'lottoType': 'UKX', 'mainNumber': '393', 'B3': '393', 'B2': '93', 'L3': [], 'L2': '89'}",,,
2026-05-01,DAX,,,,
2026-05-01,DJIVIP,"{'lottoType': 'DJIVIP', 'mainNumber': '6496', 'B4': '6496', 'B3': '496', 'B2': '96', 'L3': [], 'L2': '83'}",,,
2026-05-01,LV_R01,,,,
2026-05-01,LV_R03,"{'lottoType': 'LV_R03', 'mainNumber': '400357', 'B4': '4003', 'B3': '003', 'B2': '03', 'L2': '57', 'T4': '0034', 'T3': '003', 'L3': []}",,,
2026-05-01,LV_R05,"{'lottoType': 'LV_R05', 'mainNumber': '552972', 'B4': '5529', 'B3': '529', 'B2': '29', 'L2': '72', 'T4': '2559', 'T3': '259', 'L3': []}",,,
2026-05-01,LV_R28,"{'lottoType': 'LV_R28', 'mainNumber': '625074', 'B4': '6250', 'B3': '250', 'B2': '50', 'L2': '74', 'T4': '0256', 'T3': '025', 'L3': []}",,,
2026-05-01,LV_R06,"{'lottoType': 'LV_R06', 'mainNumber': '555643', 'B4': '5556', 'B3': '556', 'B2': '56', 'L2': '43', 'T4': '5556', 'T3': '556', 'L3': []}",,,
2026-05-01,LV_R07,"{'lottoType': 'LV_R07', 'mainNumber': '321169', 'B4': '3211', 'B3': '211', 'B2': '11', 'L2': '69', 'T4': '1123', 'T3': '112', 'L3': []}",,,
2026-05-01,LV_R09,"{'lottoType': 'LV_R09', 'mainNumber': '376799', 'B4': '3767', 'B3': '767', 'B2': '67', 'L2': '99', 'T4': '3677', 'T3': '677', 'L3': []}",,,
2026-05-01,VNHD,"{'lottoType': 'VNHD', 'mainNumber': '869', 'B3': '869', 'B2': '69', 'L3': [], 'L2': '69'}",,,
2026-05-01,LV_R11,"{'lottoType': 'LV_R11', 'mainNumber': '181816', 'B4': '1818', 'B3': '818', 'B2': '18', 'L2': '16', 'T4': '1188', 'T3': '188', 'L3': []}",,,
2026-05-01,LV_R13,"{'lottoType': 'LV_R13', 'mainNumber': '656080', 'B4': '6560', 'B3': '560', 'B2': '60', 'L2': '80', 'T4': '0566', 'T3': '056', 'L3': []}",,,
2026-05-01,LV_R14,"{'lottoType': 'LV_R14', 'mainNumber': '627988', 'B4': '6279', 'B3': '279', 'B2': '79', 'L2': '88', 'T4': '2679', 'T3': '279', 'L3': []}",,,
2026-05-01,LV_R16,"{'lottoType': 'LV_R16', 'mainNumber': '508081', 'B4': '5080', 'B3': '080', 'B2': '80', 'L2': '81', 'T4': '0058', 'T3': '008', 'L3': []}",,,
2026-05-01,LV_R17,"{'lottoType': 'LV_R17', 'mainNumber': '078534', 'B4': '0785', 'B3': '785', 'B2': '85', 'L2': '34', 'T4': '0578', 'T3': '578', 'L3': []}",,,
2026-05-01,LV_R18,"{'lottoType': 'LV_R18', 'mainNumber': '102289', 'B4': '1022', 'B3': '022', 'B2': '22', 'L2': '89', 'T4': '0122', 'T3': '022', 'L3': []}",,,
2026-05-01,LV_R22,"{'lottoType': 'LV_R22', 'mainNumber': '691322', 'B4': '6913', 'B3': '913', 'B2': '13', 'L2': '22', 'T4': '1369', 'T3': '139', 'L3': []}",,,
2026-05-01,LV_R24,"{'lottoType': 'LV_R24', 'mainNumber': '178008', 'B4': '1780', 'B3': '780', 'B2': '80', 'L2': '08', 'T4': '0178', 'T3': '078', 'L3': []}",,,
2026-05-01,LV_R02,"{'lottoType': 'LV_R02', 'mainNumber': '413996', 'B4': '4139', 'B3': '139', 'B2': '39', 'L2': '96', 'T4': '1349', 'T3': '139', 'L3': []}",,,
2026-05-01,LV_R33,"{'lottoType': 'LV_R33', 'mainNumber': '169231', 'B4': '1692', 'B3': '692', 'B2': '92', 'L2': '31', 'T4': '1269', 'T3': '269', 'L3': []}",,,
2026-05-01,LV_R35,"{'lottoType': 'LV_R35', 'mainNumber': '048647', 'B4': '0486', 'B3': '486', 'B2': '86', 'L2': '47', 'T4': '0468', 'T3': '468', 'L3': []}",,,
2026-05-01,LV_R37,"{'lottoType': 'LV_R37', 'mainNumber': '350350', 'B4': '3503', 'B3': '503', 'B2': '03', 'L2': '50', 'T4': '0335', 'T3': '035', 'L3': []}",,,
2026-05-01,LV_R38,"{'lottoType': 'LV_R38', 'mainNumber': '426353', 'B4': '4263', 'B3': '263', 'B2': '63', 'L2': '53', 'T4': '2346', 'T3': '236', 'L3': []}",,,
2026-05-01,LV_R40,"{'lottoType': 'LV_R40', 'mainNumber': '461304', 'B4': '4613', 'B3': '613', 'B2': '13', 'L2': '04', 'T4': '1346', 'T3': '136', 'L3': []}",,,
2026-05-01,LV_R44,"{'lottoType': 'LV_R44', 'mainNumber': '545016', 'B4': '5450', 'B3': '450', 'B2': '50', 'L2': '16', 'T4': '0455', 'T3': '045', 'L3': []}",,,
2026-05-01,LV_R48,"{'lottoType': 'LV_R48', 'mainNumber': '607620', 'B4': '6076', 'B3': '076', 'B2': '76', 'L2': '20', 'T4': '0667', 'T3': '067', 'L3': []}",,,
2026-05-01,LV_R49,"{'lottoType': 'LV_R49', 'mainNumber': '690714', 'B4': '6907', 'B3': '907', 'B2': '07', 'L2': '14', 'T4': '0679', 'T3': '079', 'L3': []}",,,
2026-05-01,LV_R53,"{'lottoType': 'LV_R53', 'mainNumber': '623733', 'B4': '6237', 'B3': '237', 'B2': '37', 'L2': '33', 'T4': '2367', 'T3': '237', 'L3': []}",,,
2026-05-01,LV_R54,"{'lottoType': 'LV_R54', 'mainNumber': '314169', 'B4': '3141', 'B3': '141', 'B2': '41', 'L2': '69', 'T4': '1134', 'T3': '114', 'L3': []}",,,
2026-05-01,LV_R57,"{'lottoType': 'LV_R57', 'mainNumber': '098460', 'B4': '0984', 'B3': '984', 'B2': '84', 'L2': '60', 'T4': '0489', 'T3': '489', 'L3': []}",,,
2026-05-01,LV_R58,"{'lottoType': 'LV_R58', 'mainNumber': '510853', 'B4': '5108', 'B3': '108', 'B2': '08', 'L2': '53', 'T4': '0158', 'T3': '018', 'L3': []}",,,
2026-05-01,LV_R60,"{'lottoType': 'LV_R60', 'mainNumber': '660164', 'B4': '6601', 'B3': '601', 'B2': '01', 'L2': '64', 'T4': '0166', 'T3': '016', 'L3': []}",,,
2026-05-01,LV_R61,"{'lottoType': 'LV_R61', 'mainNumber': '051930', 'B4': '0519', 'B3': '519', 'B2': '19', 'L2': '30', 'T4': '0159', 'T3': '159', 'L3': []}",,,
2026-05-01,LV_R63,"{'lottoType': 'LV_R63', 'mainNumber': '884464', 'B4': '8844', 'B3': '844', 'B2': '44', 'L2': '64', 'T4': '4488', 'T3': '448', 'L3': []}",,,
2026-05-01,LV_R65,"{'lottoType': 'LV_R65', 'mainNumber': '554194', 'B4': '5541', 'B3': '541', 'B2': '41', 'L2': '94', 'T4': '1455', 'T3': '145', 'L3': []}",,,
2026-05-01,LV_R66,"{'lottoType': 'LV_R66', 'mainNumber': '795367', 'B4': '7953', 'B3': '953', 'B2': '53', 'L2': '67', 'T4': '3579', 'T3': '359', 'L3': []}",,,
2026-05-01,LV_R68,"{'lottoType': 'LV_R68', 'mainNumber': '067584', 'B4': '0675', 'B3': '675', 'B2': '75', 'L2': '84', 'T4': '0567', 'T3': '567', 'L3': []}",,,
2026-05-01,LV_R69,"{'lottoType': 'LV_R69', 'mainNumber': '938525', 'B4': '9385', 'B3': '385', 'B2': '85', 'L2': '25', 'T4': '3589', 'T3': '358', 'L3': []}",,,
2026-05-01,LV_R70,"{'lottoType': 'LV_R70', 'mainNumber': '967354', 'B4': '9673', 'B3': '673', 'B2': '73', 'L2': '54', 'T4': '3679', 'T3': '367', 'L3': []}",,,
2026-05-01,LV_R76,"{'lottoType': 'LV_R76', 'mainNumber': '311725', 'B4': '3117', 'B3': '117', 'B2': '17', 'L2': '25', 'T4': '1137', 'T3': '117', 'L3': []}",,,
2026-05-01,LV_R73,"{'lottoType': 'LV_R73', 'mainNumber': '810781', 'B4': '8107', 'B3': '107', 'B2': '07', 'L2': '81', 'T4': '0178', 'T3': '017', 'L3': []}",,,
2026-05-01,LV_R81,"{'lottoType': 'LV_R81', 'mainNumber': '953265', 'B4': '9532', 'B3': '532', 'B2': '32', 'L2': '65', 'T4': '2359', 'T3': '235', 'L3': []}",,,
2026-05-01,LV_R83,"{'lottoType': 'LV_R83', 'mainNumber': '855502', 'B4': '8555', 'B3': '555', 'B2': '55', 'L2': '02', 'T4': '5558', 'T3': '555', 'L3': []}",,,
2026-05-01,LV_R88,"{'lottoType': 'LV_R88', 'mainNumber': '323806', 'B4': '3238', 'B3': '238', 'B2': '38', 'L2': '06', 'T4': '2338', 'T3': '238', 'L3': []}",,,
2026-05-01,LV_R89,"{'lottoType': 'LV_R89', 'mainNumber': '968284', 'B4': '9682', 'B3': '682', 'B2': '82', 'L2': '84', 'T4': '2689', 'T3': '268', 'L3': []}",,,
2026-05-01,LV_R23,"{'lottoType': 'LV_R23', 'mainNumber': '497427', 'B4': '4974', 'B3': '974', 'B2': '74', 'L2': '27', 'T4': '4479', 'T3': '479', 'L3': []}",,,
2026-05-01,LV_R04,"{'lottoType': 'LV_R04', 'mainNumber': '648297', 'B4': '6482', 'B3': '482', 'B2': '82', 'L2': '97', 'T4': '2468', 'T3': '248', 'L3': []}",,,
2026-05-01,VNAS,"{'lottoType': 'VNAS', 'mainNumber': '454', 'B3': '454', 'B2': '54', 'L3': [], 'L2': '01'}",,,
2026-05-01,SZSEVIP_1,"{'lottoType': 'SZSEVIP_1', 'mainNumber': '203', 'B3': '203', 'B2': '03', 'L3': [], 'L2': '70'}",,,
2026-05-01,GRAND_DRAGON_4D,"{'lottoType': 'GRAND_DRAGON_4D', 'A1': '4330', 'B1': '9930', 'C1': '8320', 'special': ['1229', '7553', '5498', '4331', '8509', '7030', '2633', '3168', '9282', '9455'], 'consolation': ['5160', '8230', '4623', '7065', '2393', '5763', '9867', '4509', '5304', '0060']}",,,
2026-05-01,NKYVIP_1,"{'lottoType': 'NKYVIP_1', 'mainNumber': '716', 'B3': '716', 'B2': '16', 'L3': [], 'L2': '67'}",,,
2026-05-01,LV_R08,"{'lottoType': 'LV_R08', 'mainNumber': '215724', 'B4': '2157', 'B3': '157', 'B2': '57', 'L2': '24', 'T4': '1257', 'T3': '157', 'L3': []}",,,
2026-05-01,LV_R21,"{'lottoType': 'LV_R21', 'mainNumber': '963802', 'B4': '9638', 'B3': '638', 'B2': '38', 'L2': '02', 'T4': '3689', 'T3': '368', 'L3': []}",,,
2026-05-01,LV_R10,"{'lottoType': 'LV_R10', 'mainNumber': '146333', 'B4': '1463', 'B3': '463', 'B2': '63', 'L2': '33', 'T4': '1346', 'T3': '346', 'L3': []}",,,
2026-05-01,LOEX,"{'lottoType': 'LOEX', 'mainNumber': '28072', 'B4': '8072', 'B3': '072', 'B2': '72', 'L3': [], 'L2': '28'}",,,
2026-05-01,LV_R46,"{'lottoType': 'LV_R46', 'mainNumber': '455807', 'B4': '4558', 'B3': '558', 'B2': '58', 'L2': '07', 'T4': '4558', 'T3': '558', 'L3': []}",,,
2026-05-01,STI,,,,
2026-05-01,LATV,"{'lottoType': 'LATV', 'mainNumber': '75633', 'B4': '5633', 'B3': '633', 'B2': '33', 'L3': [], 'L2': '75'}",,,
2026-05-01,LV_R27,"{'lottoType': 'LV_R27', 'mainNumber': '412601', 'B4': '4126', 'B3': '126', 'B2': '26', 'L2': '01', 'T4': '1246', 'T3': '126', 'L3': []}",,,
2026-05-01,LV_R25,"{'lottoType': 'LV_R25', 'mainNumber': '632815', 'B4': '6328', 'B3': '328', 'B2': '28', 'L2': '15', 'T4': '2368', 'T3': '238', 'L3': []}",,,
2026-05-01,LV_R45,"{'lottoType': 'LV_R45', 'mainNumber': '276397', 'B4': '2763', 'B3': '763', 'B2': '63', 'L2': '97', 'T4': '2367', 'T3': '367', 'L3': []}",,,
2026-05-01,LV_R41,"{'lottoType': 'LV_R41', 'mainNumber': '074076', 'B4': '0740', 'B3': '740', 'B2': '40', 'L2': '76', 'T4': '0047', 'T3': '047', 'L3': []}",,,
2026-05-01,LASTR,"{'lottoType': 'LASTR', 'mainNumber': '55284', 'B4': '5284', 'B3': '284', 'B2': '84', 'L3': [], 'L2': '55'}",,,
2026-05-01,HSI_1,,,,
2026-05-01,LV_R29,"{'lottoType': 'LV_R29', 'mainNumber': '912837', 'B4': '9128', 'B3': '128', 'B2': '28', 'L2': '37', 'T4': '1289', 'T3': '128', 'L3': []}",,,
2026-05-01,LV_R42,"{'lottoType': 'LV_R42', 'mainNumber': '932484', 'B4': '9324', 'B3': '324', 'B2': '24', 'L2': '84', 'T4': '2349', 'T3': '234', 'L3': []}",,,
2026-05-01,SZSE_2,,,,
2026-05-01,TAIEXCIP,"{'lottoType': 'TAIEXCIP', 'mainNumber': '761', 'B3': '761', 'B2': '61', 'L3': [], 'L2': '03'}",,,
2026-05-01,LV_R30,"{'lottoType': 'LV_R30', 'mainNumber': '603830', 'B4': '6038', 'B3': '038', 'B2': '38', 'L2': '30', 'T4': '0368', 'T3': '038', 'L3': []}",,,
2026-05-01,LV_R31,"{'lottoType': 'LV_R31', 'mainNumber': '569354', 'B4': '5693', 'B3': '693', 'B2': '93', 'L2': '54', 'T4': '3569', 'T3': '369', 'L3': []}",,,
2026-05-01,HSI_2,,,,
2026-05-01,TAIEX,,,,
2026-05-01,HSIVIP_2,"{'lottoType': 'HSIVIP_2', 'mainNumber': '554', 'B3': '554', 'B2': '54', 'L3': [], 'L2': '77'}",,,
2026-05-01,LV_R32,"{'lottoType': 'LV_R32', 'mainNumber': '977451', 'B4': '9774', 'B3': '774', 'B2': '74', 'L2': '51', 'T4': '4779', 'T3': '477', 'L3': []}",,,
2026-05-01,LAVIP,"{'lottoType': 'LAVIP', 'mainNumber': '55936', 'B4': '5936', 'B3': '936', 'B2': '36', 'L3': [], 'L2': '59'}",,,
2026-05-01,VNSTR,"{'lottoType': 'VNSTR', 'mainNumber': '407', 'B3': '407', 'B2': '07', 'L3': [], 'L2': '40'}",,,
2026-05-01,VNTV,"{'lottoType': 'VNTV', 'mainNumber': '4983', 'B4': '4983', 'B3': '983', 'B2': '83', 'L3': [], 'L2': '29'}",,,
2026-05-01,LV_R43,"{'lottoType': 'LV_R43', 'mainNumber': '280550', 'B4': '2805', 'B3': '805', 'B2': '05', 'L2': '50', 'T4': '0258', 'T3': '058', 'L3': []}",,,
2026-05-01,LV_R34,"{'lottoType': 'LV_R34', 'mainNumber': '463777', 'B4': '4637', 'B3': '637', 'B2': '37', 'L2': '77', 'T4': '3467', 'T3': '367', 'L3': []}",,,
2026-05-01,LV_R36,"{'lottoType': 'LV_R36', 'mainNumber': '707731', 'B4': '7077', 'B3': '077', 'B2': '77', 'L2': '31', 'T4': '0777', 'T3': '077', 'L3': []}",,,
2026-05-01,LAHD,"{'lottoType': 'LAHD', 'mainNumber': '87046', 'B4': '7046', 'B3': '046', 'B2': '46', 'L3': [], 'L2': '87'}",,,
2026-05-01,KTOP30,,,,
2026-05-01,NKY_2,"{'lottoType': 'NKY_2', 'mainNumber': '312', 'B3': '312', 'B2': '12', 'L3': [], 'L2': '20'}",,,
2026-05-01,LV_R39,"{'lottoType': 'LV_R39', 'mainNumber': '202563', 'B4': '2025', 'B3': '025', 'B2': '25', 'L2': '63', 'T4': '0225', 'T3': '025', 'L3': []}",,,
2026-05-01,SET,,,,
2026-05-01,VNKCH,"{'lottoType': 'VNKCH', 'mainNumber': '4683', 'B4': '4683', 'B3': '683', 'B2': '83', 'L3': [], 'L2': '54'}",,,
2026-05-01,LV_R51,"{'lottoType': 'LV_R51', 'mainNumber': '470411', 'B4': '4704', 'B3': '704', 'B2': '04', 'L2': '11', 'T4': '0447', 'T3': '047', 'L3': []}",,,
2026-05-01,BSE,,,,
2026-05-01,VNPTN,"{'lottoType': 'VNPTN', 'mainNumber': '0755', 'B4': '0755', 'B3': '755', 'B2': '55', 'L3': [], 'L2': '65'}",,,
2026-05-01,VNSPCb,"{'lottoType': 'VNSPCb', 'mainNumber': '0912', 'B4': '0912', 'B3': '912', 'B2': '12', 'L3': [], 'L2': '20'}",,,
2026-05-01,LV_R55,"{'lottoType': 'LV_R55', 'mainNumber': '658270', 'B4': '6582', 'B3': '582', 'B2': '82', 'L2': '70', 'T4': '2568', 'T3': '258', 'L3': []}",,,
2026-05-01,VNLOT,"{'lottoType': 'VNLOT', 'mainNumber': '6637', 'B4': '6637', 'B3': '637', 'B2': '37', 'L3': [], 'L2': '96'}",,,
2026-05-01,LATKVIP,"{'lottoType': 'LATKVIP', 'mainNumber': '58568', 'B3': '568', 'B2': '68', 'L3': [], 'L2': '85'}",,,
2026-05-01,VNVIP,"{'lottoType': 'VNVIP', 'mainNumber': '3176', 'B4': '3176', 'B3': '176', 'B2': '76', 'L3': [], 'L2': '80'}",,,
2026-05-01,LASMK,"{'lottoType': 'LASMK', 'mainNumber': '46104', 'B4': '6104', 'B3': '104', 'B2': '04', 'L3': [], 'L2': '61'}",,,
2026-05-01,LV_R62,"{'lottoType': 'LV_R62', 'mainNumber': '424083', 'B4': '4240', 'B3': '240', 'B2': '40', 'L2': '83', 'T4': '0244', 'T3': '024', 'L3': []}",,,
2026-04-30,LOEX,"{'lottoType': 'LOEX', 'mainNumber': '70250', 'B4': '0250', 'B3': '250', 'B2': '50', 'L3': [], 'L2': '70'}",,,
2026-04-30,NKYVIP_1,"{'lottoType': 'NKYVIP_1', 'mainNumber': '494', 'B3': '494', 'B2': '94', 'L3': [], 'L2': '43'}",,,
2026-04-30,SZSEVIP_1,"{'lottoType': 'SZSEVIP_1', 'mainNumber': '363', 'B3': '363', 'B2': '63', 'L3': [], 'L2': '23'}",,,
2026-04-30,VNAS,"{'lottoType': 'VNAS', 'mainNumber': '256', 'B3': '256', 'B2': '56', 'L3': [], 'L2': '27'}",,,
2026-04-30,LV_R19,"{'lottoType': 'LV_R19', 'mainNumber': '696560', 'B4': '6965', 'B3': '965', 'B2': '65', 'L2': '60', 'T4': '5669', 'T3': '569', 'L3': []}",,,
2026-04-30,LV_R20,"{'lottoType': 'LV_R20', 'mainNumber': '560655', 'B4': '5606', 'B3': '606', 'B2': '06', 'L2': '55', 'T4': '0566', 'T3': '066', 'L3': []}",,,
2026-04-30,LV_R22,"{'lottoType': 'LV_R22', 'mainNumber': '770769', 'B4': '7707', 'B3': '707', 'B2': '07', 'L2': '69', 'T4': '0777', 'T3': '077', 'L3': []}",,,
2026-04-30,LATV,"{'lottoType': 'LATV', 'mainNumber': '33502', 'B4': '3502', 'B3': '502', 'B2': '02', 'L3': [], 'L2': '33'}",,,
2026-04-30,LV_R21,"{'lottoType': 'LV_R21', 'mainNumber': '256722', 'B4': '2567', 'B3': '567', 'B2': '67', 'L2': '22', 'T4': '2567', 'T3': '567', 'L3': []}",,,
2026-04-30,HSI_1,"{'lottoType': 'HSI_1', 'mainNumber': '959', 'B3': '959', 'B2': '59', 'L3': [], 'L2': '25'}",,,
2026-04-30,LV_R23,"{'lottoType': 'LV_R23', 'mainNumber': '182685', 'B4': '1826', 'B3': '826', 'B2': '26', 'L2': '85', 'T4': '1268', 'T3': '268', 'L3': []}",,,
2026-04-30,TAIEXCIP,"{'lottoType': 'TAIEXCIP', 'mainNumber': '790', 'B3': '790', 'B2': '90', 'L3': [], 'L2': '98'}",,,
2026-04-30,VNSTR,"{'lottoType': 'VNSTR', 'mainNumber': '198', 'B3': '198', 'B2': '98', 'L3': [], 'L2': '19'}",,,
2026-04-30,LV_R27,"{'lottoType': 'LV_R27', 'mainNumber': '096031', 'B4': '0960', 'B3': '960', 'B2': '60', 'L2': '31', 'T4': '0069', 'T3': '069', 'L3': []}",,,
2026-04-30,DAX,"{'lottoType': 'DAX', 'mainNumber': '238', 'B3': '238', 'B2': '38', 'L3': [], 'L2': '82'}",,,
2026-04-30,Laaoo,"{'lottoType': 'Laaoo', 'mainNumber': '24230', 'B4': '4230', 'B3': '230', 'B2': '30', 'L3': [], 'L2': '24'}",,,
2026-04-30,LV_R29,"{'lottoType': 'LV_R29', 'mainNumber': '639068', 'B4': '6390', 'B3': '390', 'B2': '90', 'L2': '68', 'T4': '0369', 'T3': '039', 'L3': []}",,,
2026-04-30,SZSE_2,"{'lottoType': 'SZSE_2', 'mainNumber': '755', 'B3': '755', 'B2': '55', 'L3': [], 'L2': '37'}",,,
2026-04-30,LV_R76,"{'lottoType': 'LV_R76', 'mainNumber': '882697', 'B4': '8826', 'B3': '826', 'B2': '26', 'L2': '97', 'T4': '2688', 'T3': '268', 'L3': []}",,,
2026-04-30,LV_R30,"{'lottoType': 'LV_R30', 'mainNumber': '855163', 'B4': '8551', 'B3': '551', 'B2': '51', 'L2': '63', 'T4': '1558', 'T3': '155', 'L3': []}",,,
2026-04-30,NKYVIP_2,"{'lottoType': 'NKYVIP_2', 'mainNumber': '431', 'B3': '431', 'B2': '31', 'L3': [], 'L2': '37'}",,,
2026-04-30,LV_R34,"{'lottoType': 'LV_R34', 'mainNumber': '368519', 'B4': '3685', 'B3': '685', 'B2': '85', 'L2': '19', 'T4': '3568', 'T3': '568', 'L3': []}",,,
2026-04-30,KTOPVIP,"{'lottoType': 'KTOPVIP', 'mainNumber': '624', 'B3': '624', 'B2': '24', 'L3': [], 'L2': '13'}",,,
2026-04-30,NKY_2,"{'lottoType': 'NKY_2', 'mainNumber': '492', 'B3': '492', 'B2': '92', 'L3': [], 'L2': '54'}",,,
2026-04-30,TAIEX,"{'lottoType': 'TAIEX', 'mainNumber': '663', 'B3': '663', 'B2': '63', 'L3': [], 'L2': '87'}",,,
2026-04-30,KTOP30,"{'lottoType': 'KTOP30', 'mainNumber': '382', 'B3': '382', 'B2': '82', 'L3': [], 'L2': '32'}",,,
2026-04-30,LAHD,"{'lottoType': 'LAHD', 'mainNumber': '95534', 'B4': '5534', 'B3': '534', 'B2': '34', 'L3': [], 'L2': '95'}",,,
2026-04-30,LV_R36,"{'lottoType': 'LV_R36', 'mainNumber': '828284', 'B4': '8282', 'B3': '282', 'B2': '82', 'L2': '84', 'T4': '2288', 'T3': '228', 'L3': []}",,,
2026-04-30,VNTV,"{'lottoType': 'VNTV', 'mainNumber': '8172', 'B4': '8172', 'B3': '172', 'B2': '72', 'L3': [], 'L2': '66'}",,,
2026-04-30,DJIVIP,"{'lottoType': 'DJIVIP', 'mainNumber': '3022', 'B4': '3022', 'B3': '022', 'B2': '22', 'L3': [], 'L2': '86'}",,,
2026-04-30,LV_R39,"{'lottoType': 'LV_R39', 'mainNumber': '956192', 'B4': '9561', 'B3': '561', 'B2': '61', 'L2': '92', 'T4': '1569', 'T3': '156', 'L3': []}",,,
2026-04-30,HSI_2,"{'lottoType': 'HSI_2', 'mainNumber': '653', 'B3': '653', 'B2': '53', 'L3': [], 'L2': '31'}",,,
2026-04-30,LV_R40,"{'lottoType': 'LV_R40', 'mainNumber': '005904', 'B4': '0059', 'B3': '059', 'B2': '59', 'L2': '04', 'T4': '0059', 'T3': '059', 'L3': []}",,,
2026-04-30,LV_R78,"{'lottoType': 'LV_R78', 'mainNumber': '903034', 'B4': '9030', 'B3': '030', 'B2': '30', 'L2': '34', 'T4': '0039', 'T3': '003', 'L3': []}",,,
2026-04-30,LV_R43,"{'lottoType': 'LV_R43', 'mainNumber': '301301', 'B4': '3013', 'B3': '013', 'B2': '13', 'L2': '01', 'T4': '0133', 'T3': '013', 'L3': []}",,,
2026-04-30,LV_R42,"{'lottoType': 'LV_R42', 'mainNumber': '912919', 'B4': '9129', 'B3': '129', 'B2': '29', 'L2': '19', 'T4': '1299', 'T3': '129', 'L3': []}",,,
2026-04-30,LV_R79,"{'lottoType': 'LV_R79', 'mainNumber': '867223', 'B4': '8672', 'B3': '672', 'B2': '72', 'L2': '23', 'T4': '2678', 'T3': '267', 'L3': []}",,,
2026-04-30,LV_R80,"{'lottoType': 'LV_R80', 'mainNumber': '489108', 'B4': '4891', 'B3': '891', 'B2': '91', 'L2': '08', 'T4': '1489', 'T3': '189', 'L3': []}",,,
2026-04-30,VNSPC_2,"{'lottoType': 'VNSPC_2', 'mainNumber': '3581', 'B4': '3581', 'B3': '581', 'B2': '81', 'L3': [], 'L2': '70'}",,,
2026-04-30,LV_R53,"{'lottoType': 'LV_R53', 'mainNumber': '199933', 'B4': '1999', 'B3': '999', 'B2': '99', 'L2': '33', 'T4': '1999', 'T3': '999', 'L3': []}",,,
2026-04-30,LV_R57,"{'lottoType': 'LV_R57', 'mainNumber': '660181', 'B4': '6601', 'B3': '601', 'B2': '01', 'L2': '81', 'T4': '0166', 'T3': '016', 'L3': []}",,,
2026-04-30,LV_R59,"{'lottoType': 'LV_R59', 'mainNumber': '314183', 'B4': '3141', 'B3': '141', 'B2': '41', 'L2': '83', 'T4': '1134', 'T3': '114', 'L3': []}",,,
2026-04-30,LV_R44,"{'lottoType': 'LV_R44', 'mainNumber': '685310', 'B4': '6853', 'B3': '853', 'B2': '53', 'L2': '10', 'T4': '3568', 'T3': '358', 'L3': []}",,,
2026-04-30,SET,"{'lottoType': 'SET', 'mainNumber': '069', 'B3': '069', 'B2': '69', 'L3': [], 'L2': '95'}",,,
2026-04-30,LV_R81,"{'lottoType': 'LV_R81', 'mainNumber': '300466', 'B4': '3004', 'B3': '004', 'B2': '04', 'L2': '66', 'T4': '0034', 'T3': '004', 'L3': []}",,,
2026-04-30,BSE,"{'lottoType': 'BSE', 'mainNumber': '350', 'B3': '350', 'B2': '50', 'L3': [], 'L2': '86'}",,,
2026-04-30,LV_R82,"{'lottoType': 'LV_R82', 'mainNumber': '984473', 'B4': '9844', 'B3': '844', 'B2': '44', 'L2': '73', 'T4': '4489', 'T3': '448', 'L3': []}",,,
2026-04-30,VNKCH,"{'lottoType': 'VNKCH', 'mainNumber': '8783', 'B4': '8783', 'B3': '783', 'B2': '83', 'L3': [], 'L2': '77'}",,,
2026-04-30,LASTR,"{'lottoType': 'LASTR', 'mainNumber': '69549', 'B4': '9549', 'B3': '549', 'B2': '49', 'L3': [], 'L2': '69'}",,,
2026-04-30,LV_R47,"{'lottoType': 'LV_R47', 'mainNumber': '689192', 'B4': '6891', 'B3': '891', 'B2': '91', 'L2': '92', 'T4': '1689', 'T3': '189', 'L3': []}",,,
2026-04-30,STI,"{'lottoType': 'STI', 'mainNumber': '269', 'B3': '269', 'B2': '69', 'L3': [], 'L2': '72'}",,,
2026-04-30,STIVIP,"{'lottoType': 'STIVIP', 'mainNumber': '919', 'B3': '919', 'B2': '19', 'L3': [], 'L2': '38'}",,,
2026-04-30,LV_R48,"{'lottoType': 'LV_R48', 'mainNumber': '793132', 'B4': '7931', 'B3': '931', 'B2': '31', 'L2': '32', 'T4': '1379', 'T3': '139', 'L3': []}",,,
2026-04-30,LV_R49,"{'lottoType': 'LV_R49', 'mainNumber': '765427', 'B4': '7654', 'B3': '654', 'B2': '54', 'L2': '27', 'T4': '4567', 'T3': '456', 'L3': []}",,,
2026-04-30,DJI,"{'lottoType': 'DJI', 'mainNumber': '214', 'B3': '214', 'B2': '14', 'L3': [], 'L2': '33'}",,,
2026-04-30,LV_R84,"{'lottoType': 'LV_R84', 'mainNumber': '667472', 'B4': '6674', 'B3': '674', 'B2': '74', 'L2': '72', 'T4': '4667', 'T3': '467', 'L3': []}",,,
