วันที่,รหัสหวย,รางวัลทั้งหมด,4ตัวบน,3ตัวบน,2ตัวล่าง
2026-04-08,LV_R68,"{'lottoType': 'LV_R68', 'mainNumber': '557835', 'B4': '5578', 'B3': '578', 'B2': '78', 'L2': '35', 'T4': '5578', 'T3': '578', 'L3': []}",,,
2026-04-08,LV_R22,"{'lottoType': 'LV_R22', 'mainNumber': '208600', 'B4': '2086', 'B3': '086', 'B2': '86', 'L2': '00', 'T4': '0268', 'T3': '068', 'L3': []}",,,
2026-04-08,LASTRVIP,"{'lottoType': 'LASTRVIP', 'mainNumber': '57211', 'B4': '7211', 'B3': '211', 'B2': '11', 'L3': [], 'L2': '57'}",,,
2026-04-08,MOEX,"{'lottoType': 'MOEX', 'mainNumber': '317', 'B3': '317', 'B2': '17', 'L3': [], 'L2': '39'}",,,
2026-04-08,LV_R23,"{'lottoType': 'LV_R23', 'mainNumber': '890996', 'B4': '8909', 'B3': '909', 'B2': '09', 'L2': '96', 'T4': '0899', 'T3': '099', 'L3': []}",,,
2026-04-08,HSI_1,"{'lottoType': 'HSI_1', 'mainNumber': '188', 'B3': '188', 'B2': '88', 'L3': [], 'L2': '35'}",,,
2026-04-08,LATV,"{'lottoType': 'LATV', 'mainNumber': '08065', 'B4': '8065', 'B3': '065', 'B2': '65', 'L3': [], 'L2': '08'}",,,
2026-04-08,LV_R69,"{'lottoType': 'LV_R69', 'mainNumber': '532033', 'B4': '5320', 'B3': '320', 'B2': '20', 'L2': '33', 'T4': '0235', 'T3': '023', 'L3': []}",,,
2026-04-08,LATK5D,"{'lottoType': 'LATK5D', 'mainNumber': '19569', 'B3': '569', 'B2': '69', 'L3': [], 'L2': '95'}",,,
2026-04-08,KTOPVIP,"{'lottoType': 'KTOPVIP', 'mainNumber': '473', 'B3': '473', 'B2': '73', 'L3': [], 'L2': '78'}",,,
2026-04-08,SZSE_2,"{'lottoType': 'SZSE_2', 'mainNumber': '250', 'B3': '250', 'B2': '50', 'L3': [], 'L2': '09'}",,,
2026-04-08,LV_R31,"{'lottoType': 'LV_R31', 'mainNumber': '814138', 'B4': '8141', 'B3': '141', 'B2': '41', 'L2': '38', 'T4': '1148', 'T3': '114', 'L3': []}",,,
2026-04-08,TAIEXCIP,"{'lottoType': 'TAIEXCIP', 'mainNumber': '335', 'B3': '335', 'B2': '35', 'L3': [], 'L2': '16'}",,,
2026-04-08,TAIEX,"{'lottoType': 'TAIEX', 'mainNumber': '138', 'B3': '138', 'B2': '38', 'L3': [], 'L2': '56'}",,,
2026-04-08,LV_R32,"{'lottoType': 'LV_R32', 'mainNumber': '759967', 'B4': '7599', 'B3': '599', 'B2': '99', 'L2': '67', 'T4': '5799', 'T3': '599', 'L3': []}",,,
2026-04-08,LV_R33,"{'lottoType': 'LV_R33', 'mainNumber': '148660', 'B4': '1486', 'B3': '486', 'B2': '86', 'L2': '60', 'T4': '1468', 'T3': '468', 'L3': []}",,,
2026-04-08,VNTV,"{'lottoType': 'VNTV', 'mainNumber': '1667', 'B4': '1667', 'B3': '667', 'B2': '67', 'L3': [], 'L2': '44'}",,,
2026-04-08,LV_R34,"{'lottoType': 'LV_R34', 'mainNumber': '212054', 'B4': '2120', 'B3': '120', 'B2': '20', 'L2': '54', 'T4': '0122', 'T3': '012', 'L3': []}",,,
2026-04-08,SINGAPORE_4D,"{'lottoType': 'SINGAPORE_4D', 'A1': '7195', 'B1': '3618', 'C1': '0981', 'special': ['0690', '1003', '2783', '3040', '6981', '7066', '7333', '8422', '9654', '9903'], 'consolation': ['1498', '2877', '5563', '5708', '6278', '7415', '7749', '7804', '8824', '8959']}",,,
2026-04-08,LAHD,"{'lottoType': 'LAHD', 'mainNumber': '45387', 'B4': '5387', 'B3': '387', 'B2': '87', 'L3': [], 'L2': '45'}",,,
2026-04-08,HSI_2,"{'lottoType': 'HSI_2', 'mainNumber': '302', 'B3': '302', 'B2': '02', 'L3': [], 'L2': '49'}",,,
2026-04-08,LV_R36,"{'lottoType': 'LV_R36', 'mainNumber': '909109', 'B4': '9091', 'B3': '091', 'B2': '91', 'L2': '09', 'T4': '0199', 'T3': '019', 'L3': []}",,,
2026-04-08,NKY_2,"{'lottoType': 'NKY_2', 'mainNumber': '842', 'B3': '842', 'B2': '42', 'L3': [], 'L2': '86'}",,,
2026-04-08,LV_R38,"{'lottoType': 'LV_R38', 'mainNumber': '901729', 'B4': '9017', 'B3': '017', 'B2': '17', 'L2': '29', 'T4': '0179', 'T3': '017', 'L3': []}",,,
2026-04-08,LV_R40,"{'lottoType': 'LV_R40', 'mainNumber': '161060', 'B4': '1610', 'B3': '610', 'B2': '10', 'L2': '60', 'T4': '0116', 'T3': '016', 'L3': []}",,,
2026-04-08,LV_R73,"{'lottoType': 'LV_R73', 'mainNumber': '764103', 'B4': '7641', 'B3': '641', 'B2': '41', 'L2': '03', 'T4': '1467', 'T3': '146', 'L3': []}",,,
2026-04-08,LV_R74,"{'lottoType': 'LV_R74', 'mainNumber': '426220', 'B4': '4262', 'B3': '262', 'B2': '62', 'L2': '20', 'T4': '2246', 'T3': '226', 'L3': []}",,,
2026-04-08,LV_R41,"{'lottoType': 'LV_R41', 'mainNumber': '473906', 'B4': '4739', 'B3': '739', 'B2': '39', 'L2': '06', 'T4': '3479', 'T3': '379', 'L3': []}",,,
2026-04-08,SZSEVIP_2,"{'lottoType': 'SZSEVIP_2', 'mainNumber': '427', 'B3': '427', 'B2': '27', 'L3': [], 'L2': '94'}",,,
2026-04-08,SET,"{'lottoType': 'SET', 'mainNumber': '403', 'B3': '403', 'B2': '03', 'L3': [], 'L2': '60'}",,,
2026-04-08,LV_R42,"{'lottoType': 'LV_R42', 'mainNumber': '529333', 'B4': '5293', 'B3': '293', 'B2': '93', 'L2': '33', 'T4': '2359', 'T3': '239', 'L3': []}",,,
2026-04-08,LV_R43,"{'lottoType': 'LV_R43', 'mainNumber': '776171', 'B4': '7761', 'B3': '761', 'B2': '61', 'L2': '71', 'T4': '1677', 'T3': '167', 'L3': []}",,,
2026-04-08,LV_R44,"{'lottoType': 'LV_R44', 'mainNumber': '003144', 'B4': '0031', 'B3': '031', 'B2': '31', 'L2': '44', 'T4': '0013', 'T3': '013', 'L3': []}",,,
2026-04-08,LV_R45,"{'lottoType': 'LV_R45', 'mainNumber': '322933', 'B4': '3229', 'B3': '229', 'B2': '29', 'L2': '33', 'T4': '2239', 'T3': '229', 'L3': []}",,,
2026-04-08,GRAND_DRAGON_4D,"{'lottoType': 'GRAND_DRAGON_4D', 'A1': '2884', 'B1': '7922', 'C1': '9210', 'special': ['1648', '3306', '3658', '0834', '0628', '2850', '8021', '1235', '1229', '5372'], 'consolation': ['2736', '3769', '7205', '9371', '5388', '5965', '4419', '3080', '9131', '0847']}",,,
2026-04-08,LASTR,"{'lottoType': 'LASTR', 'mainNumber': '73586', 'B4': '3586', 'B3': '586', 'B2': '86', 'L3': [], 'L2': '73'}",,,
2026-04-08,Laaoo,"{'lottoType': 'Laaoo', 'mainNumber': '61745', 'B4': '1745', 'B3': '745', 'B2': '45', 'L3': [], 'L2': '61'}",,,
2026-04-08,VNKCH,"{'lottoType': 'VNKCH', 'mainNumber': '7703', 'B4': '7703', 'B3': '703', 'B2': '03', 'L3': [], 'L2': '04'}",,,
2026-04-08,LV_R48,"{'lottoType': 'LV_R48', 'mainNumber': '182037', 'B4': '1820', 'B3': '820', 'B2': '20', 'L2': '37', 'T4': '0128', 'T3': '028', 'L3': []}",,,
2026-04-08,LV_R78,"{'lottoType': 'LV_R78', 'mainNumber': '739262', 'B4': '7392', 'B3': '392', 'B2': '92', 'L2': '62', 'T4': '2379', 'T3': '239', 'L3': []}",,,
2026-04-08,STI,"{'lottoType': 'STI', 'mainNumber': '605', 'B3': '605', 'B2': '05', 'L3': [], 'L2': '04'}",,,
2026-04-08,LV_R49,"{'lottoType': 'LV_R49', 'mainNumber': '383050', 'B4': '3830', 'B3': '830', 'B2': '30', 'L2': '50', 'T4': '0338', 'T3': '038', 'L3': []}",,,
2026-04-08,LV_R79,"{'lottoType': 'LV_R79', 'mainNumber': '057389', 'B4': '0573', 'B3': '573', 'B2': '73', 'L2': '89', 'T4': '0357', 'T3': '357', 'L3': []}",,,
2026-04-08,VNSPC_2,"{'lottoType': 'VNSPC_2', 'mainNumber': '8708', 'B4': '8708', 'B3': '708', 'B2': '08', 'L3': [], 'L2': '34'}",,,
2026-04-08,LV_R50,"{'lottoType': 'LV_R50', 'mainNumber': '018422', 'B4': '0184', 'B3': '184', 'B2': '84', 'L2': '22', 'T4': '0148', 'T3': '148', 'L3': []}",,,
2026-04-08,LV_R51,"{'lottoType': 'LV_R51', 'mainNumber': '988477', 'B4': '9884', 'B3': '884', 'B2': '84', 'L2': '77', 'T4': '4889', 'T3': '488', 'L3': []}",,,
2026-04-08,DJIVIP,"{'lottoType': 'DJIVIP', 'mainNumber': '4263', 'B4': '4263', 'B3': '263', 'B2': '63', 'L3': [], 'L2': '70'}",,,
2026-04-08,LV_R12,"{'lottoType': 'LV_R12', 'mainNumber': '783009', 'B4': '7830', 'B3': '830', 'B2': '30', 'L2': '09', 'T4': '0378', 'T3': '038', 'L3': []}",,,
2026-04-08,LV_R14,"{'lottoType': 'LV_R14', 'mainNumber': '175797', 'B4': '1757', 'B3': '757', 'B2': '57', 'L2': '97', 'T4': '1577', 'T3': '577', 'L3': []}",,,
2026-04-08,LV_R15,"{'lottoType': 'LV_R15', 'mainNumber': '677204', 'B4': '6772', 'B3': '772', 'B2': '72', 'L2': '04', 'T4': '2677', 'T3': '277', 'L3': []}",,,
2026-04-08,HSIVIP_2,"{'lottoType': 'HSIVIP_2', 'mainNumber': '361', 'B3': '361', 'B2': '61', 'L3': [], 'L2': '60'}",,,
2026-04-08,LV_R35,"{'lottoType': 'LV_R35', 'mainNumber': '386678', 'B4': '3866', 'B3': '866', 'B2': '66', 'L2': '78', 'T4': '3668', 'T3': '668', 'L3': []}",,,
2026-04-08,KTOP30,"{'lottoType': 'KTOP30', 'mainNumber': '359', 'B3': '359', 'B2': '59', 'L3': [], 'L2': '69'}",,,
2026-04-08,LV_R18,"{'lottoType': 'LV_R18', 'mainNumber': '073457', 'B4': '0734', 'B3': '734', 'B2': '34', 'L2': '57', 'T4': '0347', 'T3': '347', 'L3': []}",,,
2026-04-08,STIVIP,"{'lottoType': 'STIVIP', 'mainNumber': '014', 'B3': '014', 'B2': '14', 'L3': [], 'L2': '63'}",,,
2026-04-08,SZSE_1,"{'lottoType': 'SZSE_1', 'mainNumber': '913', 'B3': '913', 'B2': '13', 'L3': [], 'L2': '72'}",,,
2026-04-08,SZSEVIP_1,"{'lottoType': 'SZSEVIP_1', 'mainNumber': '502', 'B3': '502', 'B2': '02', 'L3': [], 'L2': '00'}",,,
2026-04-08,LV_R80,"{'lottoType': 'LV_R80', 'mainNumber': '063254', 'B4': '0632', 'B3': '632', 'B2': '32', 'L2': '54', 'T4': '0236', 'T3': '236', 'L3': []}",,,
2026-04-08,LV_R52,"{'lottoType': 'LV_R52', 'mainNumber': '113213', 'B4': '1132', 'B3': '132', 'B2': '32', 'L2': '13', 'T4': '1123', 'T3': '123', 'L3': []}",,,
2026-04-08,UKX,"{'lottoType': 'UKX', 'mainNumber': '888', 'B3': '888', 'B2': '88', 'L3': [], 'L2': '09'}",,,
2026-04-08,DJI,"{'lottoType': 'DJI', 'mainNumber': '992', 'B3': '992', 'B2': '92', 'L3': [], 'L2': '46'}",,,
2026-04-08,LV_R53,"{'lottoType': 'LV_R53', 'mainNumber': '552487', 'B4': '5524', 'B3': '524', 'B2': '24', 'L2': '87', 'T4': '2455', 'T3': '245', 'L3': []}",,,
2026-04-08,VNPTN,"{'lottoType': 'VNPTN', 'mainNumber': '0305', 'B4': '0305', 'B3': '305', 'B2': '05', 'L3': [], 'L2': '22'}",,,
2026-04-08,DAX,"{'lottoType': 'DAX', 'mainNumber': '063', 'B3': '063', 'B2': '63', 'L3': [], 'L2': '04'}",,,
2026-04-08,LV_R81,"{'lottoType': 'LV_R81', 'mainNumber': '221647', 'B4': '2216', 'B3': '216', 'B2': '16', 'L2': '47', 'T4': '1226', 'T3': '126', 'L3': []}",,,
2026-04-08,VNSPCb,"{'lottoType': 'VNSPCb', 'mainNumber': '3592', 'B4': '3592', 'B3': '592', 'B2': '92', 'L3': [], 'L2': '86'}",,,
2026-04-08,LV_R82,"{'lottoType': 'LV_R82', 'mainNumber': '944969', 'B4': '9449', 'B3': '449', 'B2': '49', 'L2': '69', 'T4': '4499', 'T3': '449', 'L3': []}",,,
2026-04-08,LV_R83,"{'lottoType': 'LV_R83', 'mainNumber': '860498', 'B4': '8604', 'B3': '604', 'B2': '04', 'L2': '98', 'T4': '0468', 'T3': '046', 'L3': []}",,,
2026-04-08,LV_R85,"{'lottoType': 'LV_R85', 'mainNumber': '113634', 'B4': '1136', 'B3': '136', 'B2': '36', 'L2': '34', 'T4': '1136', 'T3': '136', 'L3': []}",,,
2026-04-08,LV_R84,"{'lottoType': 'LV_R84', 'mainNumber': '031068', 'B4': '0310', 'B3': '310', 'B2': '10', 'L2': '68', 'T4': '0013', 'T3': '013', 'L3': []}",,,
2026-04-08,LV_R56,"{'lottoType': 'LV_R56', 'mainNumber': '100528', 'B4': '1005', 'B3': '005', 'B2': '05', 'L2': '28', 'T4': '0015', 'T3': '005', 'L3': []}",,,
2026-04-08,LV_R86,"{'lottoType': 'LV_R86', 'mainNumber': '497156', 'B4': '4971', 'B3': '971', 'B2': '71', 'L2': '56', 'T4': '1479', 'T3': '179', 'L3': []}",,,
2026-04-08,LV_R55,"{'lottoType': 'LV_R55', 'mainNumber': '641260', 'B4': '6412', 'B3': '412', 'B2': '12', 'L2': '60', 'T4': '1246', 'T3': '124', 'L3': []}",,,
2026-04-08,LATKVIP,"{'lottoType': 'LATKVIP', 'mainNumber': '45260', 'B3': '260', 'B2': '60', 'L3': [], 'L2': '52'}",,,
2026-04-08,EGX30,"{'lottoType': 'EGX30', 'mainNumber': '399', 'B3': '399', 'B2': '99', 'L3': [], 'L2': '21'}",,,
2026-04-08,LV_R87,"{'lottoType': 'LV_R87', 'mainNumber': '430497', 'B4': '4304', 'B3': '304', 'B2': '04', 'L2': '97', 'T4': '0344', 'T3': '034', 'L3': []}",,,
2026-04-08,LV_R89,"{'lottoType': 'LV_R89', 'mainNumber': '107177', 'B4': '1071', 'B3': '071', 'B2': '71', 'L2': '77', 'T4': '0117', 'T3': '017', 'L3': []}",,,
2026-04-08,LV_R57,"{'lottoType': 'LV_R57', 'mainNumber': '428162', 'B4': '4281', 'B3': '281', 'B2': '81', 'L2': '62', 'T4': '1248', 'T3': '128', 'L3': []}",,,
2026-04-08,VNLOT,"{'lottoType': 'VNLOT', 'mainNumber': '7450', 'B4': '7450', 'B3': '450', 'B2': '50', 'L3': [], 'L2': '35'}",,,
2026-04-08,MAGNUM,"{'lottoType': 'MAGNUM', 'mainNumber': '6204', 'B4': '6204', 'B3': '204', 'B2': '04', 'L3': [], 'L2': '04'}",,,
2026-04-08,MAGNUM_4D,"{'lottoType': 'MAGNUM_4D', 'A1': '6204', 'B1': '4904', 'C1': '1739', 'special': ['1844', '7941', '6586', '0130', '2477', '7292', '2957', '7420', '3532', '3270'], 'consolation': ['7003', '1746', '5381', '5199', '8103', '4904', '0705', '6831', '4515', '9084']}",,,
2026-04-08,VNVIP,"{'lottoType': 'VNVIP', 'mainNumber': '1802', 'B4': '1802', 'B3': '802', 'B2': '02', 'L3': [], 'L2': '32'}",,,
2026-04-08,LV_R59,"{'lottoType': 'LV_R59', 'mainNumber': '826824', 'B4': '8268', 'B3': '268', 'B2': '68', 'L2': '24', 'T4': '2688', 'T3': '268', 'L3': []}",,,
2026-04-08,LV_R60,"{'lottoType': 'LV_R60', 'mainNumber': '161722', 'B4': '1617', 'B3': '617', 'B2': '17', 'L2': '22', 'T4': '1167', 'T3': '167', 'L3': []}",,,
2026-04-08,LASMK,"{'lottoType': 'LASMK', 'mainNumber': '47286', 'B4': '7286', 'B3': '286', 'B2': '86', 'L3': [], 'L2': '72'}",,,
2026-04-08,LAVIP,"{'lottoType': 'LAVIP', 'mainNumber': '60625', 'B4': '0625', 'B3': '625', 'B2': '25', 'L3': [], 'L2': '06'}",,,
2026-04-08,LV_R63,"{'lottoType': 'LV_R63', 'mainNumber': '049056', 'B4': '0490', 'B3': '490', 'B2': '90', 'L2': '56', 'T4': '0049', 'T3': '049', 'L3': []}",,,
2026-04-07,HSI_2,,,,
2026-04-07,LV_R47,"{'lottoType': 'LV_R47', 'mainNumber': '735104', 'B4': '7351', 'B3': '351', 'B2': '51', 'L2': '04', 'T4': '1357', 'T3': '135', 'L3': []}",,,
2026-04-07,LV_R48,"{'lottoType': 'LV_R48', 'mainNumber': '033394', 'B4': '0333', 'B3': '333', 'B2': '33', 'L2': '94', 'T4': '0333', 'T3': '333', 'L3': []}",,,
2026-04-07,LV_R49,"{'lottoType': 'LV_R49', 'mainNumber': '478470', 'B4': '4784', 'B3': '784', 'B2': '84', 'L2': '70', 'T4': '4478', 'T3': '478', 'L3': []}",,,
2026-04-07,VNKCH,"{'lottoType': 'VNKCH', 'mainNumber': '0699', 'B4': '0699', 'B3': '699', 'B2': '99', 'L3': [], 'L2': '27'}",,,
2026-04-07,VNSPC_2,"{'lottoType': 'VNSPC_2', 'mainNumber': '4413', 'B4': '4413', 'B3': '413', 'B2': '13', 'L3': [], 'L2': '81'}",,,
2026-04-07,SET,"{'lottoType': 'SET', 'mainNumber': '843', 'B3': '843', 'B2': '43', 'L3': [], 'L2': '43'}",,,
2026-04-07,LV_R52,"{'lottoType': 'LV_R52', 'mainNumber': '482830', 'B4': '4828', 'B3': '828', 'B2': '28', 'L2': '30', 'T4': '2488', 'T3': '288', 'L3': []}",,,
2026-04-07,LV_R51,"{'lottoType': 'LV_R51', 'mainNumber': '346846', 'B4': '3468', 'B3': '468', 'B2': '68', 'L2': '46', 'T4': '3468', 'T3': '468', 'L3': []}",,,
2026-04-07,STIVIP,"{'lottoType': 'STIVIP', 'mainNumber': '156', 'B3': '156', 'B2': '56', 'L3': [], 'L2': '80'}",,,
2026-04-07,LV_R53,"{'lottoType': 'LV_R53', 'mainNumber': '948742', 'B4': '9487', 'B3': '487', 'B2': '87', 'L2': '42', 'T4': '4789', 'T3': '478', 'L3': []}",,,
2026-04-07,VNSPCb,"{'lottoType': 'VNSPCb', 'mainNumber': '8573', 'B4': '8573', 'B3': '573', 'B2': '73', 'L3': [], 'L2': '61'}",,,
2026-04-07,LV_R54,"{'lottoType': 'LV_R54', 'mainNumber': '155132', 'B4': '1551', 'B3': '551', 'B2': '51', 'L2': '32', 'T4': '1155', 'T3': '155', 'L3': []}",,,
2026-04-07,VNLOT,"{'lottoType': 'VNLOT', 'mainNumber': '2382', 'B4': '2382', 'B3': '382', 'B2': '82', 'L3': [], 'L2': '29'}",,,
2026-04-07,GRAND_DRAGON_4D,"{'lottoType': 'GRAND_DRAGON_4D', 'A1': '4549', 'B1': '8749', 'C1': '9444', 'special': ['5366', '4959', '9155', '4932', '5929', '5260', '5473', '3555', '8128', '7859'], 'consolation': ['1152', '1349', '9515', '4056', '2419', '2213', '2864', '2873', '8008', '8309']}",,,
2026-04-07,LV_R61,"{'lottoType': 'LV_R61', 'mainNumber': '045756', 'B4': '0457', 'B3': '457', 'B2': '57', 'L2': '56', 'T4': '0457', 'T3': '457', 'L3': []}",,,
2026-04-07,LV_R63,"{'lottoType': 'LV_R63', 'mainNumber': '268590', 'B4': '2685', 'B3': '685', 'B2': '85', 'L2': '90', 'T4': '2568', 'T3': '568', 'L3': []}",,,
2026-04-07,VNPTN,"{'lottoType': 'VNPTN', 'mainNumber': '5589', 'B4': '5589', 'B3': '589', 'B2': '89', 'L3': [], 'L2': '16'}",,,
2026-04-07,VNVIP,"{'lottoType': 'VNVIP', 'mainNumber': '7671', 'B4': '7671', 'B3': '671', 'B2': '71', 'L3': [], 'L2': '76'}",,,
2026-04-07,LAVIP,"{'lottoType': 'LAVIP', 'mainNumber': '85097', 'B4': '5097', 'B3': '097', 'B2': '97', 'L3': [], 'L2': '50'}",,,
2026-04-07,EGX30,"{'lottoType': 'EGX30', 'mainNumber': '178', 'B3': '178', 'B2': '78', 'L3': [], 'L2': '80'}",,,
2026-04-07,LATKVIP,"{'lottoType': 'LATKVIP', 'mainNumber': '47683', 'B3': '683', 'B2': '83', 'L3': [], 'L2': '76'}",,,
2026-04-07,LALOT,"{'lottoType': 'LALOT', 'mainNumber': '395211', 'B4': '5211', 'B3': '211', 'B2': '11', 'L3': [], 'L2': '52'}",,,
2026-04-07,LV_R65,"{'lottoType': 'LV_R65', 'mainNumber': '119285', 'B4': '1192', 'B3': '192', 'B2': '92', 'L2': '85', 'T4': '1129', 'T3': '129', 'L3': []}",,,
2026-04-07,LASMK,"{'lottoType': 'LASMK', 'mainNumber': '19557', 'B4': '9557', 'B3': '557', 'B2': '57', 'L3': [], 'L2': '95'}",,,
2026-04-07,LATK5D,"{'lottoType': 'LATK5D', 'mainNumber': '34389', 'B3': '389', 'B2': '89', 'L3': [], 'L2': '43'}",,,
2026-04-07,LV_R67,"{'lottoType': 'LV_R67', 'mainNumber': '916899', 'B4': '9168', 'B3': '168', 'B2': '68', 'L2': '99', 'T4': '1689', 'T3': '168', 'L3': []}",,,
2026-04-07,LASTRVIP,"{'lottoType': 'LASTRVIP', 'mainNumber': '93004', 'B4': '3004', 'B3': '004', 'B2': '04', 'L3': [], 'L2': '93'}",,,
2026-04-07,LV_R17,"{'lottoType': 'LV_R17', 'mainNumber': '756511', 'B4': '7565', 'B3': '565', 'B2': '65', 'L2': '11', 'T4': '5567', 'T3': '556', 'L3': []}",,,
2026-04-07,VNEXT,"{'lottoType': 'VNEXT', 'mainNumber': '4657', 'B4': '4657', 'B3': '657', 'B2': '57', 'L3': [], 'L2': '12'}",,,
2026-04-07,LV_R71,"{'lottoType': 'LV_R71', 'mainNumber': '813811', 'B4': '8138', 'B3': '138', 'B2': '38', 'L2': '11', 'T4': '1388', 'T3': '138', 'L3': []}",,,
2026-04-07,DAX,"{'lottoType': 'DAX', 'mainNumber': '159', 'B3': '159', 'B2': '59', 'L3': [], 'L2': '49'}",,,
2026-04-07,LV_R72,"{'lottoType': 'LV_R72', 'mainNumber': '021108', 'B4': '0211', 'B3': '211', 'B2': '11', 'L2': '08', 'T4': '0112', 'T3': '112', 'L3': []}",,,
2026-04-07,MOEX,"{'lottoType': 'MOEX', 'mainNumber': '456', 'B3': '456', 'B2': '56', 'L3': [], 'L2': '58'}",,,
2026-04-07,LV_R75,"{'lottoType': 'LV_R75', 'mainNumber': '080453', 'B4': '0804', 'B3': '804', 'B2': '04', 'L2': '53', 'T4': '0048', 'T3': '048', 'L3': []}",,,
2026-04-07,DJI,"{'lottoType': 'DJI', 'mainNumber': '446', 'B3': '446', 'B2': '46', 'L3': [], 'L2': '42'}",,,
2026-04-07,LV_R77,"{'lottoType': 'LV_R77', 'mainNumber': '098557', 'B4': '0985', 'B3': '985', 'B2': '85', 'L2': '57', 'T4': '0589', 'T3': '589', 'L3': []}",,,
2026-04-07,Laaoo,"{'lottoType': 'Laaoo', 'mainNumber': '64833', 'B4': '4833', 'B3': '833', 'B2': '33', 'L3': [], 'L2': '64'}",,,
2026-04-07,LV_R80,"{'lottoType': 'LV_R80', 'mainNumber': '488805', 'B4': '4888', 'B3': '888', 'B2': '88', 'L2': '05', 'T4': '4888', 'T3': '888', 'L3': []}",,,
2026-04-07,LV_R81,"{'lottoType': 'LV_R81', 'mainNumber': '801628', 'B4': '8016', 'B3': '016', 'B2': '16', 'L2': '28', 'T4': '0168', 'T3': '016', 'L3': []}",,,
2026-04-07,LV_R28,"{'lottoType': 'LV_R28', 'mainNumber': '475635', 'B4': '4756', 'B3': '756', 'B2': '56', 'L2': '35', 'T4': '4567', 'T3': '567', 'L3': []}",,,
2026-04-07,DJIVIP,"{'lottoType': 'DJIVIP', 'mainNumber': '3260', 'B4': '3260', 'B3': '260', 'B2': '60', 'L3': [], 'L2': '59'}",,,
2026-04-07,LV_R85,"{'lottoType': 'LV_R85', 'mainNumber': '704271', 'B4': '7042', 'B3': '042', 'B2': '42', 'L2': '71', 'T4': '0247', 'T3': '024', 'L3': []}",,,
2026-04-07,LV_R29,"{'lottoType': 'LV_R29', 'mainNumber': '450393', 'B4': '4503', 'B3': '503', 'B2': '03', 'L2': '93', 'T4': '0345', 'T3': '035', 'L3': []}",,,
2026-04-07,LV_R30,"{'lottoType': 'LV_R30', 'mainNumber': '598762', 'B4': '5987', 'B3': '987', 'B2': '87', 'L2': '62', 'T4': '5789', 'T3': '789', 'L3': []}",,,
2026-04-07,LV_R33,"{'lottoType': 'LV_R33', 'mainNumber': '288165', 'B4': '2881', 'B3': '881', 'B2': '81', 'L2': '65', 'T4': '1288', 'T3': '188', 'L3': []}",,,
2026-04-07,LV_R34,"{'lottoType': 'LV_R34', 'mainNumber': '936404', 'B4': '9364', 'B3': '364', 'B2': '64', 'L2': '04', 'T4': '3469', 'T3': '346', 'L3': []}",,,
2026-04-07,LV_R35,"{'lottoType': 'LV_R35', 'mainNumber': '281546', 'B4': '2815', 'B3': '815', 'B2': '15', 'L2': '46', 'T4': '1258', 'T3': '158', 'L3': []}",,,
2026-04-07,LV_R36,"{'lottoType': 'LV_R36', 'mainNumber': '795676', 'B4': '7956', 'B3': '956', 'B2': '56', 'L2': '76', 'T4': '5679', 'T3': '569', 'L3': []}",,,
2026-04-07,LV_R37,"{'lottoType': 'LV_R37', 'mainNumber': '314165', 'B4': '3141', 'B3': '141', 'B2': '41', 'L2': '65', 'T4': '1134', 'T3': '114', 'L3': []}",,,
2026-04-07,LV_R38,"{'lottoType': 'LV_R38', 'mainNumber': '322336', 'B4': '3223', 'B3': '223', 'B2': '23', 'L2': '36', 'T4': '2233', 'T3': '223', 'L3': []}",,,
2026-04-07,LV_R39,"{'lottoType': 'LV_R39', 'mainNumber': '967840', 'B4': '9678', 'B3': '678', 'B2': '78', 'L2': '40', 'T4': '6789', 'T3': '678', 'L3': []}",,,
2026-04-07,LV_R44,"{'lottoType': 'LV_R44', 'mainNumber': '506195', 'B4': '5061', 'B3': '061', 'B2': '61', 'L2': '95', 'T4': '0156', 'T3': '016', 'L3': []}",,,
2026-04-07,LV_R45,"{'lottoType': 'LV_R45', 'mainNumber': '388154', 'B4': '3881', 'B3': '881', 'B2': '81', 'L2': '54', 'T4': '1388', 'T3': '188', 'L3': []}",,,
2026-04-07,LV_R46,"{'lottoType': 'LV_R46', 'mainNumber': '071184', 'B4': '0711', 'B3': '711', 'B2': '11', 'L2': '84', 'T4': '0117', 'T3': '117', 'L3': []}",,,
2026-04-07,LV_R50,"{'lottoType': 'LV_R50', 'mainNumber': '940459', 'B4': '9404', 'B3': '404', 'B2': '04', 'L2': '59', 'T4': '0449', 'T3': '044', 'L3': []}",,,
2026-04-07,LV_R55,"{'lottoType': 'LV_R55', 'mainNumber': '179188', 'B4': '1791', 'B3': '791', 'B2': '91', 'L2': '88', 'T4': '1179', 'T3': '179', 'L3': []}",,,
2026-04-07,LV_R56,"{'lottoType': 'LV_R56', 'mainNumber': '461027', 'B4': '4610', 'B3': '610', 'B2': '10', 'L2': '27', 'T4': '0146', 'T3': '016', 'L3': []}",,,
2026-04-07,LV_R57,"{'lottoType': 'LV_R57', 'mainNumber': '971368', 'B4': '9713', 'B3': '713', 'B2': '13', 'L2': '68', 'T4': '1379', 'T3': '137', 'L3': []}",,,
2026-04-07,LV_R58,"{'lottoType': 'LV_R58', 'mainNumber': '978150', 'B4': '9781', 'B3': '781', 'B2': '81', 'L2': '50', 'T4': '1789', 'T3': '178', 'L3': []}",,,
